2024-11-08 10:47:30.575430, 405.0 
2024-11-08 10:47:30.588283, 404.0 
2024-11-08 10:47:30.600608, 404.0 
2024-11-08 10:47:30.612145, 404.0 
2024-11-08 10:47:30.616312, 403.0 
2024-11-08 10:47:30.732776, 404.0 
2024-11-08 10:47:30.732776, 403.0 
2024-11-08 10:47:30.732776, 403.0 
2024-11-08 10:47:30.732776, 402.0 
2024-11-08 10:47:30.732776, 402.0 
2024-11-08 10:47:30.802120, 401.0 
2024-11-08 10:47:30.803107, 402.0 
2024-11-08 10:47:30.803107, 400.0 
2024-11-08 10:47:30.803107, 400.0 
2024-11-08 10:47:30.804106, 400.0 
2024-11-08 10:47:30.847477, 400.0 
2024-11-08 10:47:30.847477, 399.0 
2024-11-08 10:47:30.849017, 399.0 
2024-11-08 10:47:30.850064, 398.0 
2024-11-08 10:47:30.850064, 398.0 
2024-11-08 10:47:30.908415, 398.0 
2024-11-08 10:47:30.909203, 397.0 
2024-11-08 10:47:30.909203, 398.0 
2024-11-08 10:47:30.909203, 397.0 
2024-11-08 10:47:30.909203, 397.0 
2024-11-08 10:47:30.964889, 397.0 
2024-11-08 10:47:30.964889, 396.0 
2024-11-08 10:47:30.964889, 396.0 
2024-11-08 10:47:30.964889, 395.0 
2024-11-08 10:47:30.969993, 396.0 
2024-11-08 10:47:31.010210, 395.0 
2024-11-08 10:47:31.010365, 394.0 
2024-11-08 10:47:31.010365, 394.0 
2024-11-08 10:47:31.011381, 394.0 
2024-11-08 10:47:31.011381, 394.0 
2024-11-08 10:47:31.046628, 393.0 
2024-11-08 10:47:31.048038, 393.0 
2024-11-08 10:47:31.048038, 393.0 
2024-11-08 10:47:31.049622, 393.0 
2024-11-08 10:47:31.063484, 392.0 
2024-11-08 10:47:31.122463, 392.0 
2024-11-08 10:47:31.123486, 391.0 
2024-11-08 10:47:31.124486, 391.0 
2024-11-08 10:47:31.125176, 391.0 
2024-11-08 10:47:31.125176, 390.0 
2024-11-08 10:47:31.164859, 390.0 
2024-11-08 10:47:31.164859, 390.0 
2024-11-08 10:47:31.180364, 389.0 
2024-11-08 10:47:31.180364, 389.0 
2024-11-08 10:47:31.180364, 389.0 
2024-11-08 10:47:31.270033, 389.0 
2024-11-08 10:47:31.271035, 389.0 
2024-11-08 10:47:31.272037, 388.0 
2024-11-08 10:47:31.273026, 388.0 
2024-11-08 10:47:31.273026, 387.0 
2024-11-08 10:47:31.345274, 387.0 
2024-11-08 10:47:31.345274, 387.0 
2024-11-08 10:47:31.345274, 386.0 
2024-11-08 10:47:31.345274, 386.0 
2024-11-08 10:47:31.345274, 386.0 
2024-11-08 10:47:31.401390, 386.0 
2024-11-08 10:47:31.401390, 385.0 
2024-11-08 10:47:31.402391, 386.0 
2024-11-08 10:47:31.403390, 385.0 
2024-11-08 10:47:31.404390, 385.0 
2024-11-08 10:47:31.471583, 384.0 
2024-11-08 10:47:31.471583, 384.0 
2024-11-08 10:47:31.481794, 384.0 
2024-11-08 10:47:31.481794, 384.0 
2024-11-08 10:47:31.482890, 383.0 
2024-11-08 10:47:31.572168, 383.0 
2024-11-08 10:47:31.573256, 383.0 
